모델명,연식,최대출력(마력),기통,최대토크(kgm),신차가(만원),가격(만원),주행거리,구동방식
케이씨 노블클라쎄 카니발,2018.0,280.0,6.0,34.7,5404.0,6300.0,40000,0
르노삼성 SM7 뉴 아트 LE23,2009.0,170.0,6.0,23.0,3020.0,570.0,130000,0
현대 제네시스 쿠페 380 GT R,2009.0,303.0,6.0,36.8,3392.0,1270.0,120000,1
쌍용 렉스턴 RX290 고급형,2003.0,132.0,5.0,29.5,3119.0,269.0,120000,2
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,640.0,170000,1
쉐보레 스파크 LS 스타,2015.0,70.0,4.0,9.4,1110.0,280.0,40000,0
현대 뉴 에쿠스 VS 380 프레스티지 VVIP팩,2012.0,334.0,6.0,40.3,10173.0,3270.0,80000,1
기아 레이 1.0 가솔린 프레스티지,2016.0,78.0,3.0,9.6,1534.0,850.0,50000,0
기아 스포티지 2.0 디젤 2WD 노블레스 스페셜,2017.0,186.0,4.0,41.0,2910.0,1950.0,50000,0
현대 벨로스터 익스트림,2012.0,140.0,4.0,17.0,2095.0,420.0,140000,0
기아 포르테 쿱 2.0 CVVT 고급형,2010.0,158.0,4.0,20.2,1874.0,470.0,160000,0
기아 K5 2.4 GDI 프레스티지,2011.0,201.0,4.0,25.5,2825.0,1250.0,70000,0
기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015.0,202.0,4.0,45.0,3630.0,3130.0,40000,0
제네시스 EQ900 3.8 GDi AWD 프레스티지,2016.0,315.0,6.0,40.5,10500.0,8690.0,4000,3
쌍용 카이런 2.0 LV5 4WD 최고급형,2006.0,145.0,4.0,31.6,2673.0,390.0,140000,2
기아 올 뉴 모닝 1.0 가솔린 스마트 스페셜,2015.0,82.0,3.0,9.6,988.0,430.0,80000,0
현대 투싼 2.0 VGT 디젤 MX 2WD 최고급형,2007.0,146.0,4.0,32.0,2114.0,220.0,250000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,790.0,110000,1
기아 스포티지 4세대 1.7 디젤 2WD 노블레스,2017.0,141.0,4.0,34.7,2530.0,1690.0,50000,0
기아 더 뉴 카니발 3.3 가솔린 9인승 노블레스 스페셜,2019.0,280.0,6.0,34.7,3690.0,3290.0,10000,0
기아 올 뉴 쏘렌토 2.0 디젤 2WD 노블레스 스페셜,2015.0,186.0,4.0,41.0,3320.0,2090.0,60000,0
현대 i30CW 1.6 VVT 프리미어,2010.0,124.0,4.0,15.9,1843.0,748.0,40000,0
기아 더 뉴 쏘렌토 2.2 디젤 2WD 마스터 스페셜,2020.0,202.0,4.0,45.0,3608.0,3030.0,10000,0
르노삼성 SM7 뉴 아트 RE23,2009.0,170.0,6.0,23.0,3210.0,770.0,120000,0
현대 뉴 제네시스 G330 프리미엄 AWD,2015.0,282.0,6.0,35.4,5401.0,3790.0,60000,3
기아 뉴 스포티지 TLX 2WD 최고급형,2008.0,151.0,4.0,32.0,2135.0,280.0,60000,0
현대 뉴 제네시스 G330 프리미엄 AWD,2016.0,282.0,6.0,35.4,5401.0,3699.0,40000,3
제네시스 G80 3.3 GDi AWD 프리미엄 럭셔리,2017.0,282.0,6.0,35.4,5510.0,5750.0,5000,3
르노삼성 SM7 VQ23 XE,2007.0,170.0,6.0,23.0,2830.0,700.0,90000,0
기아 올 뉴 모닝 1.0 가솔린 럭셔리,2012.0,82.0,3.0,9.6,1176.0,680.0,60000,0
기아 그랜드카니발 GLX 최고급형,2008.0,170.0,4.0,36.0,2510.0,770.0,270000,0
GM대우 윈스톰 LTX 7인승 4WD 최고급형,2007.0,150.0,4.0,32.6,3123.0,250.0,140000,3
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,950.0,120000,1
현대 그랜져TG L330 탑 메모리팩,2006.0,233.0,6.0,31.0,3684.0,559.0,220000,0
기아 K5 2.0 디럭스,2011.0,165.0,4.0,20.2,2365.0,799.0,100000,0
현대 벨로스터 익스트림,2012.0,140.0,4.0,17.0,2095.0,550.0,120000,0
기아 뉴 프라이드 1.5 VGT 4도어 LX,2011.0,112.0,4.0,24.5,1345.0,330.0,190000,0
기아 K5 2.0 노블레스,2011.0,165.0,4.0,20.2,2725.0,850.0,120000,0
현대 제네시스 BH380 로얄 VIP 팩,2012.0,334.0,6.0,40.3,6290.0,2250.0,60000,1
현대 YF쏘나타 2.0 Y20 프라임 블랙,2011.0,165.0,4.0,20.2,2410.0,749.0,90000,0
기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015.0,202.0,4.0,45.0,3630.0,3090.0,40000,0
기아 레이 1.0 가솔린 디럭스,2015.0,78.0,3.0,9.6,1281.0,690.0,50000,0
기아 더 뉴 K9 3.3 GDI 이그제큐티브,2017.0,300.0,6.0,35.5,5330.0,3999.0,10000,1
기아 K5 하이브리드 노블레스,2013.0,191.0,4.0,27.0,3333.0,1830.0,40000,0
르노삼성 뉴 SM5 LE ,2005.0,140.0,4.0,18.8,2110.0,430.0,180000,0
현대 i30 1.6 VVT 익스트림,2008.0,124.0,4.0,15.9,1959.0,420.0,60000,0
GM대우 마티즈 크리에이티브 그루브 스타,2011.0,70.0,4.0,9.4,1001.0,250.0,80000,0
기아 올 뉴 카니발 2.2 디젤 7인승 하이리무진 VIP,2017.0,202.0,4.0,45.0,5372.0,4680.0,20000,0
현대 제네시스 쿠페 200 터보 RW,2010.0,210.0,4.0,30.5,3136.0,780.0,120000,1
기아 포르테 1.6 GDI 에코 플러스 럭셔리,2013.0,140.0,4.0,16.9,1802.0,899.0,60000,0
현대 싼타페CM 2.2 VGT MLX 2WD 최고급형,2009.0,172.0,4.0,37.0,2984.0,830.0,120000,0
기아 뉴 오피러스 GH330 스페셜,2008.0,247.0,6.0,31.5,3640.0,890.0,100000,0
현대 제네시스 BH330 럭셔리 프라임팩,2008.0,262.0,6.0,32.1,4898.0,940.0,160000,1
현대 제네시스 BH330 럭셔리,2008.0,262.0,6.0,32.1,4724.0,890.0,120000,1
현대 테라칸 2.5 인터쿨러 디젤 JX250 4WD  월드컵,2002.0,103.0,4.0,24.0,2236.0,240.0,180000,2
쌍용 뉴 체어맨W CW700 4트로닉 프레스티지,2012.0,250.0,6.0,35.0,7345.0,2599.0,70000,3
현대 제네시스 쿠페 200 터보 RW,2010.0,210.0,4.0,30.5,3136.0,720.0,160000,1
현대 뉴 제네시스 G380 익스클루시브,2016.0,315.0,6.0,40.5,5463.0,3100.0,40000,1
제네시스 EQ900 3.3 T-GDi AWD 프레스티지,2016.0,370.0,6.0,52.0,10900.0,6120.0,40000,3
현대 뉴 에쿠스 VS 380 프라임 VIP팩,2010.0,290.0,6.0,36.5,7980.0,950.0,210000,1
쌍용 뉴 체어맨W CW600 4트로닉 프레스티지,2012.0,225.0,6.0,30.2,6435.0,2190.0,110000,3
현대 투싼ix 디젤 LMX20 2WD 프리미엄,2010.0,184.0,4.0,40.0,2700.0,1290.0,100000,0
제네시스 EQ900 3.8 GDi AWD 럭셔리,2017.0,315.0,6.0,40.5,7415.0,5550.0,30000,3
현대 아슬란 G330 모던,2017.0,290.0,6.0,35.0,3990.0,2099.0,50000,0
현대 뉴 투스카니 2.0 GL 고급형,2007.0,143.0,4.0,19.0,1389.0,530.0,110000,0
현대 그랜져HG 240 럭셔리,2016.0,201.0,4.0,25.5,2994.0,2340.0,10000,0
기아 오피러스 프리미엄 GH330 프레스티지,2011.0,259.0,6.0,32.2,3996.0,1490.0,100000,0
현대 아슬란 G300 모던 스페셜,2015.0,270.0,6.0,31.5,4065.0,2200.0,80000,0
기아 K7 VG350 노블레스,2011.0,290.0,6.0,34.5,3875.0,830.0,150000,0
기아 모하비 KV300 4WD 최고급형,2008.0,250.0,6.0,55.1,4342.0,1850.0,100000,2
현대 제네시스 BH330 프리미엄 다이내믹 에디션,2014.0,300.0,6.0,35.5,5126.0,1890.0,110000,1
현대 투싼 2.0 CRDi 디젤 MX 2WD 고급형,2006.0,115.0,4.0,26.0,1773.0,390.0,220000,0
현대 싼타페DM 2.0 VGT 2WD 프리미엄,2013.0,184.0,4.0,41.0,3008.0,1399.0,130000,0
기아 더 뉴 K5 2.0 프레스티지,2014.0,172.0,4.0,20.5,2645.0,1780.0,50000,0
현대 투싼ix 디젤 LMX20 2WD 프리미엄,2011.0,184.0,4.0,40.0,2831.0,1300.0,80000,0
르노삼성 SM5 뉴 임프레션 LE,2009.0,143.0,4.0,20.0,2390.0,260.0,160000,0
기아 K3 1.6 GDI 프레스티지,2013.0,140.0,4.0,16.9,1875.0,1390.0,30000,0
현대 싼타페DM 2.0 VGT 2WD 익스클루시브,2014.0,184.0,4.0,41.0,3198.0,2540.0,20000,0
현대 더 뉴 제네시스 쿠페 200 터보 S,2012.0,275.0,4.0,38.0,2965.0,1290.0,120000,1
현대 그랜져HG 330 셀러브리티,2013.0,294.0,6.0,35.3,4069.0,1499.0,110000,0
기아 레이 1.0 터보,2013.0,106.0,3.0,14.0,1560.0,720.0,40000,0
현대 그랜져HG 240 모던,2014.0,201.0,4.0,25.5,2976.0,1690.0,120000,0
르노삼성 SM5 뉴 임프레션 LE 익스클루시브,2009.0,143.0,4.0,20.0,2460.0,600.0,150000,0
현대 싼타페 더 프라임 2.0 디젤 4WD 프리미엄,2016.0,186.0,4.0,41.0,3195.0,2650.0,10000,2
현대 투싼ix 디젤 LX20 2WD 럭셔리,2012.0,184.0,4.0,40.0,2531.0,970.0,140000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,690.0,130000,1
기아 K3 1.6 GDI 럭셔리,2015.0,140.0,4.0,16.9,1744.0,799.0,70000,0
아트원 더 뉴 글로밴 리무진 GF,2019.0,280.0,6.0,34.7,5521.0,5650.0,10000,0
르노삼성 SM5 뉴 임프레션 LE,2009.0,143.0,4.0,20.0,2390.0,490.0,110000,0
르노삼성 SM5 뉴 임프레션 LE,2008.0,143.0,4.0,20.0,2390.0,210.0,130000,0
GM대우 마티즈2 MD,2005.0,52.0,3.0,7.3,687.0,85.0,140000,0
현대 아반떼AD 스포츠 1.6 T-GDi 7 DCT,2017.0,204.0,4.0,26.9,2160.0,1730.0,30000,0
기아 K5 2세대 2.0 T-GDI SX 노블레스 스페셜,2016.0,245.0,4.0,36.0,3125.0,2030.0,90000,0
기아 스포티지 4세대 1.7 디젤 2WD 트렌디,2016.0,141.0,4.0,34.7,2253.0,1700.0,8000,0
기아 K3 1.6 GDI 노블레스,2013.0,140.0,4.0,16.9,1975.0,1290.0,90000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,700.0,120000,1
르노삼성 뉴SM5 플래티넘 TCE 1.6 터보,2013.0,190.0,4.0,24.5,2710.0,505.0,220000,0
쉐보레 스파크 LPGi L,2013.0,65.0,4.0,9.3,1030.0,438.0,80000,0
현대 제네시스 쿠페 380 GT R,2011.0,303.0,6.0,36.8,3444.0,1090.0,90000,1
르노삼성 SM5 뉴 임프레션 LE,2008.0,143.0,4.0,20.0,2390.0,270.0,250000,0
현대 뉴 제네시스 G330 프리미엄,2014.0,282.0,6.0,35.4,5260.0,3900.0,10000,1
기아 포르테 쿱 2.0 CVVT 고급형,2010.0,158.0,4.0,20.2,1874.0,319.0,90000,0
현대 제네시스 BH330 그랜드 프라임팩,2010.0,262.0,6.0,32.1,4440.0,1150.0,140000,1
기아 쏘렌토R 2.0 TLX 2WD 최고급형,2012.0,184.0,4.0,40.0,2889.0,880.0,180000,0
현대 그랜져HG 240 럭셔리,2012.0,201.0,4.0,25.5,2994.0,1450.0,70000,0
제네시스 G70 3.3 T-GDi AWD 스포츠 슈프림,2018.0,370.0,6.0,52.0,5410.0,4600.0,9000,3
GM대우 윈스톰 LT 5인승 2WD 최고급형,2009.0,150.0,4.0,32.6,2693.0,872.0,110000,0
현대 베라크루즈 4WD 익스클루시브 스페셜,2015.0,255.0,6.0,47.9,4166.0,3300.0,20000,2
쉐보레 스파크 LPGi L,2014.0,65.0,4.0,9.3,1025.0,398.0,90000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,720.0,120000,1
기아 스포티지R 2.0 디젤 2WD TLX 고급형,2011.0,184.0,4.0,40.0,2187.0,890.0,120000,0
현대 싼타페TM 2.0 디젤 2WD 익스클루시브 스페셜,2019.0,186.0,4.0,41.0,3333.0,3350.0,8000,0
현대 벨로스터 1.4 T-GDi 모던 코어 JS,2019.0,140.0,4.0,24.7,2339.0,1899.0,1000,0
기아 더 뉴 K7 3.0 GDI 프레스티지,2013.0,270.0,6.0,31.6,3430.0,1820.0,110000,0
현대 그랜저 뉴 럭셔리 Q270 프리미어 스마트팩,2010.0,195.0,6.0,25.5,3598.0,490.0,220000,0
기아 스포티지R 2.0 디젤 2WD TLX 고급형,2011.0,184.0,4.0,40.0,2187.0,750.0,70000,0
GM대우 라세티 프리미어 ID CDX 고급형,2010.0,142.0,4.0,17.9,1854.0,470.0,100000,0
현대 에쿠스 GS 300 밸류,2004.0,203.0,6.0,25.8,4090.0,590.0,120000,0
기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014.0,184.0,4.0,41.0,2565.0,1890.0,40000,0
현대 아반떼MD M16 GDi 에비뉴,2013.0,140.0,4.0,16.9,1785.0,1090.0,60000,0
GM대우 알페온 EL300 슈프림,2015.0,263.0,6.0,29.6,3833.0,3190.0,6000,0
기아 K3 1.6 GDI 디럭스,2013.0,140.0,4.0,16.9,1520.0,750.0,60000,0
현대 i30 1.6 VVT 프리미어,2008.0,121.0,4.0,15.7,1685.0,450.0,140000,0
현대 뉴 에쿠스 VS380 모던,2015.0,334.0,6.0,40.3,6783.0,4890.0,30000,1
현대 그랜져HG 300 익스클루시브,2017.0,270.0,6.0,31.5,3628.0,2830.0,10000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,530.0,150000,1
기아 K3 1.6 GDI 노블레스,2013.0,140.0,4.0,16.9,1975.0,1230.0,70000,0
기아 올 뉴 K7 3.3 GDi 노블레스 스페셜,2017.0,290.0,6.0,35.0,3975.0,2950.0,10000,0
기아 오피러스 프리미엄 GH270 스페셜 럭셔리,2010.0,195.0,6.0,25.6,3927.0,1050.0,100000,0
현대 싼타페DM 2.2 VGT 4WD 프리미엄,2013.0,200.0,4.0,44.5,3376.0,1650.0,110000,2
현대 제네시스 쿠페 380 GT R,2010.0,303.0,6.0,36.8,3392.0,590.0,110000,1
기아 K3 1.6 GDI 트렌디,2014.0,140.0,4.0,16.9,1837.0,1295.0,20000,0
현대 제네시스 BH330 럭셔리,2008.0,262.0,6.0,32.1,4724.0,1190.0,140000,1
현대 제네시스 쿠페 380 GT P,2009.0,303.0,6.0,36.8,3042.0,579.0,110000,1
기아 오피러스 프리미엄 GH270 디럭스 스페셜,2011.0,195.0,6.0,25.6,3781.0,1269.0,110000,0
현대 뉴 투스카니 2.0 GTS 레드팩,2008.0,143.0,4.0,19.0,2021.0,450.0,110000,0
현대 제네시스 쿠페 380 GT P,2010.0,303.0,6.0,36.8,3042.0,1270.0,150000,1
기아 스포티지 4세대 2.0 디젤 2WD 스타일 에디션,2018.0,186.0,4.0,41.0,2645.0,1790.0,50000,0
현대 i30 1.6 VGT 럭셔리,2009.0,117.0,4.0,26.5,1803.0,450.0,160000,0
르노삼성 SM7 뉴 아트 SE23 플러스,2010.0,170.0,6.0,23.0,2930.0,1330.0,60000,0
현대 뉴 투스카니 2.7 엘리사 고급형,2007.0,167.0,6.0,25.0,2462.0,490.0,100000,0
현대 싼타페DM 2.2 VGT 4WD 익스클루시브,2015.0,200.0,4.0,44.5,3490.0,1900.0,70000,2
제네시스 G80 3.3 T-GDi AWD 스포츠,2017.0,370.0,6.0,52.0,6650.0,6700.0,2000,3
기아 올 뉴 K7 3.3 GDi 리미티드 플러스,2017.0,290.0,6.0,35.0,3710.0,2030.0,110000,0
기아 포르테 쿱 2.0 CVVT 고급형,2010.0,158.0,4.0,20.2,1874.0,600.0,80000,0
현대 NF쏘나타 N20 럭셔리 고급형,2006.0,144.0,4.0,23.0,2023.0,438.0,190000,0
쉐보레 더 넥스트 스파크 1.0 LTZ,2016.0,75.0,4.0,9.6,1308.0,430.0,60000,0
기아 올 뉴 쏘렌토 2.0 디젤 4WD 노블레스 스페셜,2015.0,186.0,4.0,41.0,3530.0,3200.0,10000,2
현대 뉴그랜져XG S25 고급형,2004.0,172.0,6.0,23.0,2918.0,199.0,210000,0
쌍용 로디우스 RD400 11인승 2WD 고급형,2005.0,165.0,5.0,34.7,2245.0,377.0,100000,1
기아 로체 이노베이션 2.0 LEX 프리미엄,2010.0,163.0,4.0,20.1,2367.0,590.0,160000,0
현대 제네시스 쿠페 200 터보 P,2011.0,210.0,4.0,30.5,2723.0,590.0,170000,1
기아 더 뉴 쏘렌토 2.0 디젤 2WD 마스터,2019.0,186.0,4.0,41.0,3514.0,2930.0,30000,0
쌍용 뉴체어맨 CM500S 마제스티,2005.0,197.0,6.0,27.6,4557.0,590.0,210000,1
르노삼성 뉴 SM3  SE 플러스,2014.0,117.0,4.0,16.1,1768.0,720.0,30000,0
기아 포르테 쿱 1.6 GDI 럭셔리,2011.0,140.0,4.0,16.9,1725.0,890.0,120000,0
현대 제네시스 BH330 럭셔리,2010.0,262.0,6.0,32.1,4724.0,879.0,140000,1
기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,2019.0,202.0,4.0,45.0,5331.0,7900.0,761,0
기아 올 뉴 쏘렌토 2.0 디젤 2WD 노블레스,2016.0,186.0,4.0,41.0,3150.0,1750.0,80000,0
르노삼성 뉴 SM3  SE,2011.0,112.0,4.0,15.9,1590.0,795.0,80000,0
기아 K7 VG270 프레스티지 프리미엄,2011.0,200.0,6.0,26.0,3805.0,1890.0,80000,0
기아 포르테 쿱 1.6 CVVT 고급형 레드프리미엄,2010.0,124.0,4.0,15.9,1905.0,890.0,80000,0
쉐보레 스파크 LPGi LT,2014.0,65.0,4.0,9.3,1286.0,499.0,90000,0
기아 쏘렌토R 2.2 TLX 4WD 프리미엄,2012.0,200.0,4.0,44.5,3411.0,990.0,170000,2
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1160.0,60000,1
현대 YF쏘나타 2.0 Y20 프리미어 최고급형,2012.0,165.0,4.0,20.2,2580.0,760.0,70000,0
기아 뉴 카렌스 2.0 LPI 프리미엄,2008.0,141.0,4.0,19.0,2100.0,530.0,170000,0
기아 뉴 오피러스 GH330 고급형,2007.0,247.0,6.0,31.5,3880.0,760.0,180000,0
기아 스팅어 2.2 디젤 AWD 드림 에디션,2018.0,202.0,4.0,45.0,4160.0,3900.0,10000,3
현대 제네시스 쿠페 200 터보 P,2011.0,210.0,4.0,30.5,2723.0,880.0,140000,1
현대 더 뉴 제네시스 쿠페 200 터보 S,2015.0,275.0,4.0,38.0,3078.0,1460.0,80000,1
르노삼성 SM5 노바 디젤 D 프리미엄,2015.0,110.0,4.0,24.5,2590.0,890.0,110000,0
현대 그랜져TG Q270 디럭스,2007.0,195.0,6.0,25.6,2771.0,590.0,40000,0
기아 올 뉴 카니발 3.3 GDi 9인승 하이리무진 노블레스,2018.0,280.0,6.0,34.7,5404.0,3850.0,40000,0
현대 더 뉴 제네시스 쿠페 200 터보 S,2012.0,275.0,4.0,38.0,2965.0,1340.0,110000,1
쉐보레 크루즈 5도어 2.0 LTZ 플러스,2012.0,163.0,4.0,36.7,2246.0,490.0,120000,0
현대 아반떼MD M16 GDi 프리미엄,2013.0,140.0,4.0,16.9,1955.0,690.0,150000,0
현대 i40 살룬 1.7 VGT 모던,2014.0,140.0,4.0,33.0,2925.0,1800.0,30000,0
현대 뉴 에쿠스 VS 380 프라임 VIP팩,2010.0,290.0,6.0,36.5,7980.0,2390.0,120000,1
현대 그랜져TG Q270 럭셔리 스마트팩,2006.0,195.0,6.0,25.6,3180.0,890.0,200000,0
르노삼성 QM3 LE,2015.0,90.0,4.0,22.4,2380.0,1190.0,10000,0
기아 더 뉴 K5 터보 노블레스,2014.0,271.0,4.0,37.1,2995.0,1150.0,80000,0
르노삼성 SM5 뉴 임프레션 LE,2009.0,143.0,4.0,20.0,2390.0,500.0,110000,0
르노삼성 SM7 뉴 아트 RE23,2009.0,170.0,6.0,23.0,3210.0,590.0,140000,0
르노삼성 QM3 LE,2017.0,90.0,4.0,22.4,2320.0,1700.0,4000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,870.0,70000,1
현대 트라제XG 2.0 GLS 디젤 9인승 기본형,2002.0,126.0,4.0,29.5,1944.0,299.0,140000,0
GM대우 라세티 프리미어 디젤 SX 고급형,2009.0,163.0,4.0,36.7,1863.0,650.0,120000,0
기아 더 프레스티지 K7 2.4 GDI 디럭스,2012.0,201.0,4.0,25.5,2980.0,1390.0,110000,0
현대 제네시스 BH330 럭셔리,2011.0,262.0,6.0,32.1,4724.0,919.0,150000,1
기아 K5 하이브리드 프레스티지,2013.0,191.0,4.0,27.0,3278.0,950.0,90000,0
현대 제네시스 BH330 럭셔리,2009.0,262.0,6.0,32.1,4724.0,890.0,180000,1
르노삼성 QM3 LE,2015.0,90.0,4.0,22.4,2380.0,590.0,100000,0
르노삼성 SM5 노바 SE,2015.0,141.0,4.0,19.8,2480.0,1680.0,20000,0
기아 쏘렌토R 2.0 TLX 2WD 프리미엄,2010.0,184.0,4.0,40.0,2893.0,1088.0,110000,0
기아 더 뉴 K7 3.0 GDI 프레스티지 스페셜,2013.0,270.0,6.0,31.6,3688.0,1590.0,120000,0
기아 K3 1.6 GDI 럭셔리,2013.0,140.0,4.0,16.9,1708.0,819.0,100000,0
현대 아반떼MD M16 GDi 탑,2011.0,140.0,4.0,16.9,1890.0,860.0,110000,0
현대 뉴그랜져XG S25 슈퍼형,2002.0,172.0,6.0,23.5,3293.0,290.0,210000,0
기아 올 뉴 모닝 1.0 가솔린 럭셔리,2012.0,82.0,3.0,9.6,1176.0,588.0,70000,0
현대 쏘나타 뉴 라이즈 2.0 CVVL 스마트,2018.0,163.0,4.0,20.0,2545.0,1050.0,20000,0
쉐보레 올란도 2.0 LPI LTZ 프리미엄,2012.0,140.0,4.0,18.8,2358.0,950.0,30000,0
르노삼성 SM5 노바 SE,2015.0,141.0,4.0,19.8,2480.0,1090.0,40000,0
쌍용 렉스턴W 노블레스 4WD,2015.0,155.0,4.0,36.7,3877.0,3000.0,10000,2
현대 그랜져TG Q270 럭셔리,2006.0,195.0,6.0,25.6,2971.0,350.0,160000,0
기아 뉴모닝 LX 스페셜,2010.0,72.0,4.0,9.2,918.0,470.0,40000,0
현대 테라칸 2.9 CRDi 디젤 JX290 2WD 고급형,2005.0,170.0,4.0,36.0,2301.0,488.0,90000,1
기아 K3 1.6 GDI 노블레스,2015.0,140.0,4.0,16.9,1999.0,999.0,10000,0
현대 아반떼AD 1.6 e-VGT 스마트,2016.0,136.0,4.0,26.5,1981.0,750.0,100000,0
GM대우 라세티 프리미어 ID CDX 고급형,2010.0,142.0,4.0,17.9,1854.0,499.0,140000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,490.0,140000,1
현대 YF쏘나타 2.0 F20 터보 최고급형,2012.0,271.0,4.0,37.1,2960.0,1050.0,120000,0
기아 K5 2.0 프레스티지,2011.0,165.0,4.0,20.2,2595.0,690.0,130000,0
기아 K5 2.0 프레스티지,2011.0,165.0,4.0,20.2,2595.0,1490.0,80000,0
기아 올 뉴 K7 하이브리드 2.4 HEV 노블레스,2017.0,199.0,4.0,26.7,4023.0,3780.0,4000,0
현대 제네시스 쿠페 380 GT R,2009.0,303.0,6.0,36.8,3392.0,1160.0,100000,1
기아 포르테 1.6 CVVT SI,2010.0,124.0,4.0,15.9,1466.0,540.0,130000,0
르노삼성 뉴 SM5 LE,2010.0,141.0,4.0,19.8,2530.0,380.0,150000,0
기아 뉴 스포티지 TLX 2WD 최고급형,2007.0,146.0,4.0,32.0,2125.0,600.0,80000,0
현대 올 뉴 투싼 2.0 E-VGT 2WD 모던,2016.0,186.0,4.0,41.0,2655.0,2250.0,20000,0
현대 그랜져HG 220 디젤 프리미엄,2016.0,202.0,4.0,45.0,3452.0,2290.0,70000,0
쌍용 액티언 CX7 4WD 최고급형,2007.0,145.0,4.0,31.6,2373.0,450.0,180000,1
현대 투스카니 2.7 엘리사 고급형,2004.0,175.0,6.0,25.0,2135.0,220.0,180000,0
현대 제네시스 BH380 로얄,2010.0,290.0,6.0,36.5,5472.0,940.0,140000,1
현대 그랜져HG 220 디젤 프리미엄,2015.0,202.0,4.0,45.0,3389.0,1750.0,90000,0
현대 뉴아반떼XD 1.5 VVT 골드 최고급형,2004.0,107.0,4.0,13.6,1234.0,290.0,140000,0
기아 뉴모닝 LX 고급형 블랙프리미엄,2009.0,72.0,4.0,9.2,833.0,330.0,30000,0
현대 NF쏘나타 F24S 프리미어 고급형,2005.0,166.0,4.0,23.0,2575.0,430.0,120000,0
기아 모하비 KV300 4WD 상시4WD,2014.0,260.0,6.0,56.0,4625.0,2280.0,80000,2
GM대우 라세티 프리미어 ID CDX 고급형,2011.0,142.0,4.0,17.9,1854.0,580.0,70000,0
현대 i30 1.6 VVT 럭셔리,2009.0,124.0,4.0,15.9,1482.0,375.0,210000,0
현대 그랜져HG 240 모던,2012.0,190.0,4.0,25.5,2976.0,2290.0,30000,0
기아 K5 2세대 2.0 T-GDI SX 노블레스 스페셜,2016.0,245.0,4.0,36.0,3125.0,2550.0,10000,0
기아 K7 VG270 럭셔리 프리미엄,2010.0,200.0,6.0,26.0,3540.0,1470.0,120000,0
현대 그랜져TG L330 탑 메모리팩,2006.0,233.0,6.0,31.0,3684.0,690.0,210000,0
현대 에쿠스 JS 380 프리미어 VIP,2007.0,266.0,6.0,36.0,6647.0,890.0,160000,0
GM대우 알페온 CL240  프리미엄,2011.0,185.0,4.0,24.0,3123.0,1350.0,90000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,690.0,130000,1
기아 올 뉴 K7 2.4 GDi 리미티드 에디션,2017.0,190.0,4.0,24.6,3290.0,2790.0,20000,0
현대 제네시스 쿠페 200 터보 P,2011.0,210.0,4.0,30.5,2723.0,650.0,130000,1
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,490.0,210000,1
기아 K5 2세대 1.6 T-GDI SX  노블레스,2016.0,180.0,4.0,27.0,2830.0,1690.0,10000,0
기아 올 뉴 쏘렌토 2.2 디젤 4WD 프레스티지,2016.0,202.0,4.0,45.0,3240.0,2599.0,7000,2
기아 더 프레스티지 K7 2.4 GDI 프레스티지,2012.0,201.0,4.0,25.5,3136.0,1290.0,80000,0
제네시스 EQ900 3.8 GDi AWD 럭셔리,2017.0,315.0,6.0,40.5,7415.0,9999.0,60000,3
기아 뉴 쏘렌토 7인승 2.5 VGT LX 2WD 고급형,2008.0,178.0,4.0,41.0,2473.0,580.0,150000,1
현대 그랜져IG 3.0 GDI 모던 베이직,2019.0,266.0,6.0,31.4,2725.0,2750.0,1000,0
현대 벨로스터 익스트림,2012.0,140.0,4.0,17.0,2095.0,500.0,80000,0
현대 트라제XG 2.0 골드 디젤 9인승 최고급형,2002.0,126.0,4.0,29.5,2289.0,490.0,280000,0
현대 NF쏘나타 N20 엘레강스 스페셜 기본형,2007.0,144.0,4.0,23.0,2010.0,450.0,50000,0
현대 NF쏘나타 N20 프리미어 고급형,2008.0,144.0,4.0,19.2,2349.0,490.0,120000,0
기아 오피러스 프리미엄 GH330 노블레스,2010.0,259.0,6.0,32.2,4289.0,1450.0,140000,0
